"short_name","age","height_cm","weight_kg","overall","potential","value_eur","wage_eur","release_clause_eur","club_name","league_name","club_position","nationality_name","preferred_foot","gender","eficiencia_salarial","indice_proyeccion","gap_mercado","general_position","overall_tier"
"T. Mitchell",23,175,66,76,81,10500000,29000,20700000,"Crystal Palace","Premier League","LB","England","Left","Male",0.00262059928967967,0.217391304347826,10200000,"Defensa","Medio (75-79)"
"Igor",25,185,84,76,81,1e+07,58000,19800000,"Brighton & Hove Albion","Premier League","SUB","Brazil","Left","Male",0.00131032223582352,0.2,9800000,"Otros","Medio (75-79)"
"S. Bornauw",24,191,83,76,81,1e+07,31000,17800000,"VfL Wolfsburg","Bundesliga","SUB","Belgium","Right","Male",0.00245153382148963,0.208333333333333,7800000,"Otros","Medio (75-79)"
"L. Balerdi",24,187,85,76,81,1e+07,27000,19800000,"Olympique de Marseille","Ligue 1","SUB","Argentina","Right","Male",0.00281471056627532,0.208333333333333,9800000,"Otros","Medio (75-79)"
"D. McNeil",23,183,70,76,81,11500000,33000,22700000,"Everton","Premier League","RM","England","Left","Male",0.00230296051634799,0.217391304347826,11200000,"Centrocampista","Medio (75-79)"
"M. Salisu",24,191,85,76,81,1e+07,34000,19800000,"Monaco","Ligue 1","LCB","Ghana","Left","Male",0.00223522837563601,0.208333333333333,9800000,"Defensa","Medio (75-79)"
"Adrià Pedrosa",25,176,69,76,81,1e+07,22000,21800000,"Sevilla","La Liga","SUB","Spain","Left","Male",0.00345438843688923,0.2,11800000,"Otros","Medio (75-79)"
"R. Sottil",24,180,75,76,81,11500000,44000,20400000,"Fiorentina","Serie A","SUB","Italy","Right","Male",0.00172723347196655,0.208333333333333,8900000,"Otros","Medio (75-79)"
"Álvaro Valles",25,192,82,76,81,9e+06,14000,20500000,"Las Palmas","La Liga","GK","Spain","Right","Male",0.0054281837011642,0.2,11500000,"Portero","Medio (75-79)"
"A. Král",25,186,76,76,81,1e+07,28000,17800000,"FC Union Berlin","Bundesliga","SUB","Czech Republic","Right","Male",0.00271418877897218,0.2,7800000,"Otros","Medio (75-79)"
"Nuno Tavares",23,183,75,76,81,10500000,64000,NA,"Nottingham Forest","Premier League","SUB","Portugal","Left","Male",0.00118748144560241,0.217391304347826,NA,"Otros","Medio (75-79)"
"L. Ivanušec",24,175,76,76,81,11500000,15000,17000000,"Feyenoord","Eredivisie","LW","Croatia","Right","Male",0.00506632891140591,0.208333333333333,5500000,"Delantero","Medio (75-79)"
"A. Kalimuendo",21,175,79,76,81,11500000,34000,22700000,"Rennes","Ligue 1","ST","France","Right","Male",0.00223522837563601,0.238095238095238,11200000,"Delantero","Medio (75-79)"
"W. Omari",23,188,74,76,81,1e+07,32000,19800000,"Rennes","Ligue 1","RCB","France","Right","Male",0.00237492578356926,0.217391304347826,9800000,"Defensa","Medio (75-79)"
"Vitinha",23,178,74,76,81,11500000,34000,22700000,"Olympique de Marseille","Ligue 1","SUB","Portugal","Right","Male",0.00223522837563601,0.217391304347826,11200000,"Otros","Medio (75-79)"
"A. Nübel",26,193,86,76,80,8e+06,36000,NA,"VfB Stuttgart","Bundesliga","GK","Germany","Right","Male",0.0021110524707647,0.153846153846154,NA,"Portero","Medio (75-79)"
"V. Milinković-Savić",26,202,90,76,80,8e+06,29000,14200000,"Torino","Serie A","GK","Serbia","Right","Male",0.00262059928967967,0.153846153846154,6200000,"Portero","Medio (75-79)"
"O. Boscagli",25,181,68,76,80,9500000,15000,14000000,"PSV","Eredivisie","LCB","France","Left","Male",0.00506632891140591,0.16,4500000,"Defensa","Medio (75-79)"
"M. Svanberg",24,185,77,76,80,10500000,35000,18600000,"VfL Wolfsburg","Bundesliga","RCM","Sweden","Right","Male",0.00217136653238479,0.166666666666667,8100000,"Centrocampista","Medio (75-79)"
"M. Wöber",25,188,82,76,80,9500000,36000,NA,"Borussia Mönchengladbach","Bundesliga","LCB","Austria","Left","Male",0.0021110524707647,0.16,NA,"Defensa","Medio (75-79)"
"Y. Herrera",25,184,77,76,80,10500000,24000,22800000,"Girona","La Liga","RCM","Venezuela","Right","Male",0.00316653472771968,0.16,12300000,"Centrocampista","Medio (75-79)"
"O. Mangala",25,178,80,76,80,10500000,54000,20700000,"Nottingham Forest","Premier League","SUB","Belgium","Right","Male",0.00140738134478991,0.16,10200000,"Otros","Medio (75-79)"
"Diogo Leite",24,188,83,76,80,9500000,25000,16900000,"FC Union Berlin","Bundesliga","LCB","Portugal","Left","Male",0.00303987840486381,0.166666666666667,7400000,"Defensa","Medio (75-79)"
"J. Brekalo",25,175,70,76,80,10500000,48000,18600000,"Fiorentina","Serie A","LW","Croatia","Right","Male",0.00158330034790942,0.16,8100000,"Delantero","Medio (75-79)"
"H. Aouar",25,175,70,76,80,10500000,50000,18600000,"Roma","Serie A","SUB","Algeria","Right","Male",0.00151996960060799,0.16,8100000,"Otros","Medio (75-79)"
"V. Janelt",25,184,79,76,80,9500000,42000,18800000,"Brentford","Premier League","LCM","Germany","Left","Male",0.00180948072664937,0.16,9300000,"Centrocampista","Medio (75-79)"
"W. McKennie",24,185,90,76,80,10500000,68000,18600000,"Juventus","Serie A","SUB","United States","Right","Male",0.00111763062307907,0.166666666666667,8100000,"Otros","Medio (75-79)"
"A. Matusiwa",25,173,72,76,80,9500000,20000,19700000,"Stade de Reims","Ligue 1","RDM","Netherlands","Right","Male",0.00379981000949953,0.16,10200000,"Otros","Medio (75-79)"
"H. Traorè",23,177,77,76,80,1.1e+07,38000,21700000,"AFC Bournemouth","Premier League","SUB","Côte d'Ivoire","Right","Male",0.00199994736980606,0.173913043478261,10700000,"Otros","Medio (75-79)"
"J. Wind",24,190,82,76,80,1.1e+07,38000,19500000,"VfL Wolfsburg","Bundesliga","ST","Denmark","Right","Male",0.00199994736980606,0.166666666666667,8500000,"Delantero","Medio (75-79)"
"M. Kilman",26,194,89,76,80,9e+06,51000,17800000,"Wolverhampton Wanderers","Premier League","LCB","England","Left","Male",0.00149016685947334,0.153846153846154,8800000,"Defensa","Medio (75-79)"
"Tuta",23,185,81,76,80,9500000,27000,16900000,"Eintracht Frankfurt","Bundesliga","RCB","Brazil","Right","Male",0.00281471056627532,0.173913043478261,7400000,"Defensa","Medio (75-79)"
"A. Szalai",25,192,83,76,80,9500000,28000,16900000,"TSG Hoffenheim","Bundesliga","SUB","Hungary","Left","Male",0.00271418877897218,0.16,7400000,"Otros","Medio (75-79)"
"I. De Arruabarrena",26,183,79,76,80,8e+06,7000,17400000,"Arouca","Liga Portugal","GK","Uruguay","Right","Male",0.0108555920582774,0.153846153846154,9400000,"Portero","Medio (75-79)"
"F. Gatti",25,190,80,76,80,9500000,68000,16900000,"Juventus","Serie A","RCB","Italy","Right","Male",0.00111763062307907,0.16,7400000,"Defensa","Medio (75-79)"
"P. Gollini",28,194,94,76,79,7e+06,33000,NA,"Napoli","Serie A","SUB","Italy","Right","Male",0.00230296051634799,0.107142857142857,NA,"Otros","Medio (75-79)"
"V. Černý",25,182,65,76,79,1e+07,42000,17800000,"VfL Wolfsburg","Bundesliga","RW","Czech Republic","Left","Male",0.00180948072664937,0.12,7800000,"Delantero","Medio (75-79)"
"D. Ćaleta-Car",26,192,89,76,79,8500000,38000,NA,"Olympique Lyonnais","Ligue 1","LCB","Croatia","Right","Male",0.00199994736980606,0.115384615384615,NA,"Defensa","Medio (75-79)"
"R. Mandragora",26,183,75,76,79,9500000,46000,16900000,"Fiorentina","Serie A","LCM","Italy","Left","Male",0.00165213799700007,0.115384615384615,7400000,"Centrocampista","Medio (75-79)"
"T. Kehrer",26,186,76,76,79,8500000,52000,16800000,"West Ham United","Premier League","SUB","Germany","Right","Male",0.00146151035557009,0.115384615384615,8300000,"Otros","Medio (75-79)"
"M. Matviienko",27,182,74,76,79,8500000,950,19300000,"Shakhtar Donetsk","Premier League","LCB","Ukraine","Left","Male",0.0799158780231335,0.111111111111111,10800000,"Defensa","Medio (75-79)"
"S. Serdar",26,184,75,76,79,9500000,16000,NA,"Hellas Verona","Serie A","SUB","Germany","Right","Male",0.00474970314355353,0.115384615384615,NA,"Otros","Medio (75-79)"
"M. Diakhaby",26,189,78,76,79,8500000,29000,18500000,"Valencia","La Liga","RDM","Guinea","Right","Male",0.00262059928967967,0.115384615384615,1e+07,"Otros","Medio (75-79)"
"K. Nakamura",28,185,82,76,79,7e+06,8000,15200000,"Portimonense","Liga Portugal","GK","Japan","Right","Male",0.00949881264841895,0.107142857142857,8200000,"Portero","Medio (75-79)"
"R. Nicolaisen",26,191,81,76,79,8500000,21000,17600000,"Toulouse","Ligue 1","LCB","Denmark","Left","Male",0.00361887529165278,0.115384615384615,9100000,"Defensa","Medio (75-79)"
"I. Sarr",25,185,76,76,79,1e+07,34000,19800000,"Olympique de Marseille","Ligue 1","RM","Senegal","Right","Male",0.00223522837563601,0.12,9800000,"Centrocampista","Medio (75-79)"
"R. Koch",26,192,85,76,79,8500000,38000,NA,"Eintracht Frankfurt","Bundesliga","CB","Germany","Right","Male",0.00199994736980606,0.115384615384615,NA,"Defensa","Medio (75-79)"
"Carles Pérez",25,173,75,76,79,1e+07,22000,21800000,"Celta de Vigo","La Liga","RM","Spain","Left","Male",0.00345438843688923,0.12,11800000,"Centrocampista","Medio (75-79)"
"D. Ljubičić",25,187,74,76,79,1e+07,26000,18800000,"FC Köln","Bundesliga","RDM","Austria","Right","Male",0.00292296450136533,0.12,8800000,"Otros","Medio (75-79)"
"Y. Sugawara",23,178,68,76,79,9500000,9000,15000000,"AZ Alkmaar","Eredivisie","RB","Japan","Right","Male",0.00844350627708032,0.130434782608696,5500000,"Defensa","Medio (75-79)"
"A. Bayındır",25,198,73,76,79,7500000,60000,14800000,"Manchester United","Premier League","SUB","Turkey","Right","Male",0.0012666455559074,0.12,7300000,"Otros","Medio (75-79)"
"R. Zerrouki",25,183,72,76,79,1e+07,16000,14800000,"Feyenoord","Eredivisie","SUB","Algeria","Right","Male",0.00474970314355353,0.12,4800000,"Otros","Medio (75-79)"
"H. Boudaoui",23,175,61,76,79,1e+07,33000,19800000,"Nice","Ligue 1","SUB","Algeria","Right","Male",0.00230296051634799,0.130434782608696,9800000,"Otros","Medio (75-79)"
"W. Falcone",28,196,85,76,78,6500000,14000,12200000,"Lecce","Serie A","GK","Italy","Right","Male",0.0054281837011642,0.0714285714285714,5700000,"Portero","Medio (75-79)"
"R. Zentner",28,194,96,76,78,6500000,21000,11500000,"FSV Mainz 05","Bundesliga","GK","Germany","Right","Male",0.00361887529165278,0.0714285714285714,5e+06,"Portero","Medio (75-79)"
"Z. Çelik",26,180,78,76,78,8500000,47000,15100000,"Roma","Serie A","SUB","Turkey","Right","Male",0.00161698687261973,0.0769230769230769,6600000,"Otros","Medio (75-79)"
"S. Spierings",27,188,81,76,78,8e+06,30000,15800000,"Lens","Ligue 1","SUB","Netherlands","Right","Male",0.00253324889170361,0.0740740740740741,7800000,"Otros","Medio (75-79)"
"J. Cullen",27,175,70,76,78,8e+06,40000,16600000,"Burnley","Premier League","RDM","Republic of Ireland","Right","Male",0.00189995250118747,0.0740740740740741,8600000,"Otros","Medio (75-79)"
"A. Laïdouni",26,183,81,76,78,8500000,29000,15100000,"FC Union Berlin","Bundesliga","RCM","Tunisia","Right","Male",0.00262059928967967,0.0769230769230769,6600000,"Centrocampista","Medio (75-79)"
"J. Mæhle",26,185,79,76,78,8500000,37000,15100000,"VfL Wolfsburg","Bundesliga","RB","Denmark","Right","Male",0.00205399854057998,0.0769230769230769,6600000,"Defensa","Medio (75-79)"
"Toni Martínez",26,187,84,76,78,9500000,15000,19700000,"Porto","Liga Portugal","LS","Spain","Right","Male",0.00506632891140591,0.0769230769230769,10200000,"Delantero","Medio (75-79)"
"M. Senesi",26,183,78,76,78,8e+06,40000,15800000,"AFC Bournemouth","Premier League","RCB","Argentina","Left","Male",0.00189995250118747,0.0769230769230769,7800000,"Defensa","Medio (75-79)"
"A. Caci",26,185,76,76,78,8500000,25000,15100000,"FSV Mainz 05","Bundesliga","LM","France","Right","Male",0.00303987840486381,0.0769230769230769,6600000,"Centrocampista","Medio (75-79)"
"O. Alderete",26,188,77,76,78,8e+06,24000,17400000,"Getafe","La Liga","SUB","Paraguay","Left","Male",0.00316653472771968,0.0769230769230769,9400000,"Otros","Medio (75-79)"
"Z. Sanusi",26,182,71,76,78,8500000,12000,17600000,"Porto","Liga Portugal","SUB","Nigeria","Left","Male",0.00633280559953337,0.0769230769230769,9100000,"Otros","Medio (75-79)"
"H. Reed",28,175,72,76,77,7e+06,63000,13800000,"Fulham","Premier League","RCM","England","Right","Male",0.00120633005825304,0.0357142857142857,6800000,"Centrocampista","Medio (75-79)"
"C. Akpom",27,186,81,76,77,9e+06,18000,13300000,"Ajax","Eredivisie","SUB","England","Right","Male",0.00422198766735181,0.037037037037037,4300000,"Otros","Medio (75-79)"
"M. Cornet",26,179,69,76,77,9e+06,57000,17800000,"West Ham United","Premier League","SUB","Côte d'Ivoire","Left","Male",0.00133330994193084,0.0384615384615385,8800000,"Otros","Medio (75-79)"
"K. Tete",27,180,71,76,77,8e+06,60000,15800000,"Fulham","Premier League","RB","Netherlands","Right","Male",0.0012666455559074,0.037037037037037,7800000,"Defensa","Medio (75-79)"
"A. Noppert",29,203,92,76,77,6e+06,8000,9500000,"SC Heerenveen","Eredivisie","GK","Netherlands","Left","Male",0.00949881264841895,0.0344827586206897,3500000,"Portero","Medio (75-79)"
"M. Targett",27,183,70,76,77,8e+06,74000,15800000,"Newcastle United","Premier League","SUB","England","Left","Male",0.00102701314847097,0.037037037037037,7800000,"Otros","Medio (75-79)"
"J. Laporte",29,185,82,76,77,7e+06,22000,14500000,"Lorient","Ligue 1","CB","France","Right","Male",0.00345438843688923,0.0344827586206897,7500000,"Defensa","Medio (75-79)"
"R. Holding",27,189,75,76,77,7500000,34000,14800000,"Crystal Palace","Premier League","SUB","England","Right","Male",0.00223522837563601,0.037037037037037,7300000,"Otros","Medio (75-79)"
"F. Grillitsch",27,187,77,76,77,7500000,29000,13300000,"TSG Hoffenheim","Bundesliga","CDM","Austria","Right","Male",0.00262059928967967,0.037037037037037,5800000,"Centrocampista","Medio (75-79)"
"A. Robinson",25,182,70,76,77,8e+06,58000,15800000,"Fulham","Premier League","LB","United States","Left","Male",0.00131032223582352,0.04,7800000,"Defensa","Medio (75-79)"
"J. Harrison",26,175,70,76,77,9e+06,42000,NA,"Everton","Premier League","SUB","England","Left","Male",0.00180948072664937,0.0384615384615385,NA,"Otros","Medio (75-79)"
"A. Harit",26,180,67,76,77,9e+06,35000,17800000,"Olympique de Marseille","Ligue 1","SUB","Morocco","Right","Male",0.00217136653238479,0.0384615384615385,8800000,"Otros","Medio (75-79)"
"Odriozola",27,176,66,76,77,8e+06,27000,17400000,"Real Sociedad","La Liga","SUB","Spain","Right","Male",0.00281471056627532,0.037037037037037,9400000,"Otros","Medio (75-79)"
"R. Sallai",26,183,75,76,77,9e+06,27000,16000000,"SC Freiburg","Bundesliga","SUB","Hungary","Right","Male",0.00281471056627532,0.0384615384615385,7e+06,"Otros","Medio (75-79)"
"R. Marin",27,178,75,76,77,8500000,25000,NA,"Empoli","Serie A","LDM","Romania","Right","Male",0.00303987840486381,0.037037037037037,NA,"Otros","Medio (75-79)"
"Eric Curbelo",29,181,77,76,77,7e+06,19000,15900000,"Las Palmas","La Liga","SUB","Spain","Right","Male",0.00399978948476396,0.0344827586206897,8900000,"Otros","Medio (75-79)"
"Gorosabel",26,174,70,76,77,8e+06,21000,18200000,"Deportivo Alavés","La Liga","RB","Spain","Right","Male",0.00361887529165278,0.0384615384615385,10200000,"Defensa","Medio (75-79)"
"I. Baba",27,185,73,76,77,8500000,25000,NA,"Almería","La Liga","LDM","Ghana","Right","Male",0.00303987840486381,0.037037037037037,NA,"Otros","Medio (75-79)"
"A. Young",37,175,65,76,76,1700000,25000,3200000,"Everton","Premier League","LB","England","Right","Male",0.00303987840486381,0,1500000,"Defensa","Medio (75-79)"
"A. Guardado",36,169,67,76,76,1500000,15000,3200000,"Real Betis","La Liga","SUB","Mexico","Left","Male",0.00506632891140591,0,1700000,"Otros","Medio (75-79)"
"F. Forster",35,201,93,76,76,825000,32000,1600000,"Tottenham Hotspur","Premier League","SUB","England","Right","Male",0.00237492578356926,0,775000,"Otros","Medio (75-79)"
"K. Gameiro",36,172,69,76,76,2600000,19000,5200000,"Strasbourg","Ligue 1","RS","France","Right","Male",0.00399978948476396,0,2600000,"Delantero","Medio (75-79)"
"A. Lallana",35,178,73,76,76,3100000,49000,5900000,"Brighton & Hove Albion","Premier League","SUB","England","Right","Male",0.00155098875533152,0,2800000,"Otros","Medio (75-79)"
"A. Ogbonna",35,191,86,76,76,2e+06,38000,3800000,"West Ham United","Premier League","SUB","Italy","Left","Male",0.00199994736980606,0,1800000,"Otros","Medio (75-79)"
"D. Welbeck",32,185,73,76,76,6e+06,72000,11400000,"Brighton & Hove Albion","Premier League","ST","England","Right","Male",0.00105554089526534,0,5400000,"Delantero","Medio (75-79)"
"P. van Aanholt",32,176,67,76,76,5e+06,34000,NA,"PSV","Eredivisie","LB","Netherlands","Left","Male",0.00223522837563601,0,NA,"Defensa","Medio (75-79)"
"F. Caputo",35,181,77,76,76,3200000,10000,5800000,"Empoli","Serie A","ST","Italy","Right","Male",0.0075992400759924,0,2600000,"Delantero","Medio (75-79)"
"Aridane",34,188,79,76,76,2400000,18000,5000000,"Rayo Vallecano","La Liga","RCB","Spain","Right","Male",0.00422198766735181,0,2600000,"Defensa","Medio (75-79)"
"K. Vogt",31,194,87,76,76,5e+06,29000,8500000,"TSG Hoffenheim","Bundesliga","LCB","Germany","Right","Male",0.00262059928967967,0,3500000,"Defensa","Medio (75-79)"
"G. Pezzella",32,187,81,76,76,4900000,21000,10300000,"Real Betis","La Liga","LCB","Argentina","Right","Male",0.00361887529165278,0,5400000,"Defensa","Medio (75-79)"
"Willian José",31,189,91,76,76,6500000,25000,13700000,"Real Betis","La Liga","SUB","Brazil","Right","Male",0.00303987840486381,0,7200000,"Otros","Medio (75-79)"
"M. Faraoni",31,180,71,76,76,5500000,24000,9900000,"Hellas Verona","Serie A","SUB","Italy","Right","Male",0.00316653472771968,0,4400000,"Otros","Medio (75-79)"
"N. Höfler",33,181,79,76,76,3700000,25000,6300000,"SC Freiburg","Bundesliga","LDM","Germany","Right","Male",0.00303987840486381,0,2600000,"Otros","Medio (75-79)"
"M. Bizot",32,193,88,76,76,3700000,15000,7400000,"Brest","Ligue 1","GK","Netherlands","Right","Male",0.00506632891140591,0,3700000,"Portero","Medio (75-79)"
"B. Lecomte",32,186,78,76,76,3700000,17000,7400000,"Montpellier","Ligue 1","GK","France","Left","Male",0.00447032527498382,0,3700000,"Portero","Medio (75-79)"
"J. Schlupp",30,178,72,76,76,6500000,34000,12400000,"Crystal Palace","Premier League","LM","Ghana","Left","Male",0.00223522837563601,0,5900000,"Centrocampista","Medio (75-79)"
"R. Saponara",31,184,73,76,76,6e+06,26000,10800000,"Hellas Verona","Serie A","SUB","Italy","Right","Male",0.00292296450136533,0,4800000,"Otros","Medio (75-79)"
"A. Mandi",31,184,78,76,76,5e+06,27000,10500000,"Villarreal","La Liga","SUB","Algeria","Right","Male",0.00281471056627532,0,5500000,"Otros","Medio (75-79)"
"M. Haïdara",30,179,76,76,76,6500000,30000,12400000,"Lens","Ligue 1","SUB","Mali","Left","Male",0.00253324889170361,0,5900000,"Otros","Medio (75-79)"
"T. Meunier",31,191,90,76,76,5500000,36000,9400000,"Borussia Dortmund","Bundesliga","SUB","Belgium","Right","Male",0.0021110524707647,0,3900000,"Otros","Medio (75-79)"
"J. Roussillon",30,175,80,76,76,6500000,29000,11100000,"FC Union Berlin","Bundesliga","SUB","France","Left","Male",0.00262059928967967,0,4600000,"Otros","Medio (75-79)"
"W. Boly",32,195,97,76,76,4900000,51000,9300000,"Nottingham Forest","Premier League","RCB","Côte d'Ivoire","Right","Male",0.00149016685947334,0,4400000,"Defensa","Medio (75-79)"
"D. Klaassen",30,179,70,76,76,7e+06,61000,11900000,"Inter","Serie A","SUB","Netherlands","Right","Male",0.00124588121506205,0,4900000,"Otros","Medio (75-79)"
"B. De Cordova-Reid",30,170,68,76,76,7e+06,66000,13300000,"Fulham","Premier League","LM","Jamaica","Right","Male",0.00115149770458023,0,6300000,"Centrocampista","Medio (75-79)"
"J. Brooks",30,194,94,76,76,6e+06,29000,10200000,"TSG Hoffenheim","Bundesliga","CB","United States","Left","Male",0.00262059928967967,0,4200000,"Defensa","Medio (75-79)"
"R. Jiménez",32,188,81,76,76,6e+06,72000,11400000,"Fulham","Premier League","ST","Mexico","Right","Male",0.00105554089526534,0,5400000,"Delantero","Medio (75-79)"
"Ruiz de Galarreta",29,175,69,76,76,7500000,26000,15800000,"Athletic Club","La Liga","RCM","Spain","Right","Male",0.00292296450136533,0,8300000,"Centrocampista","Medio (75-79)"
